Obiekt;Kod_obiektu;Nr_4_3;Nazwa_pola;ID_pola;Lp_pola_w_obiekcie;W_systemie_D365;Uwagi
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Komórka;neu_cell;1;;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Właściciel;ownerid;2;;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Produkt oferty cenowej;neu_quotedetailid;3;;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Oferta cenowa;neu_quoteid;4;;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Arkusz;neu_sheet;5;;
Adresacja produktow oferty cenowej;neu_quotedetailaddressing;4.3.1;Wartość;neu_value;6;;
Beneficjent;neu_receiver;4.3.2;Nazwa;neu_name;1;;
Beneficjent;neu_receiver;4.3.2;Nazwa z pliku Excel;neu_namefromexcel;2;;
Beneficjent;neu_receiver;4.3.2;Kod SAP Przetargu;neu_tendersapcode;3;;
Beneficjent;neu_receiver;4.3.2;Płatnik;neu_payerid;4;;
Beneficjent;neu_receiver;4.3.2;Punkt Sprzedaży;neu_accountid;5;;
Beneficjent;neu_receiver;4.3.2;Przetarg;neu_opportunityid;6;;
Beneficjent;neu_receiver;4.3.2;Dokumenty;;7;;
Beneficjent;neu_receiver;4.3.2;Placówki;;8;;
Beneficjent;neu_receiver;4.3.2;Utworzony przez;createdby;9;;
Beneficjent;neu_receiver;4.3.2;Zmodyfikowane przez;modifiedby;10;;
Beneficjent;neu_receiver;4.3.2;Właściciel;ownerid;11;;
Beneficjent;neu_receiver;4.3.2;Data utworzenia;createdon;12;;
Beneficjent;neu_receiver;4.3.2;Data modyfikacji;modifiedon;13;;
Cennik producenta;neu_producerpricelist;4.3.3;Nazwa;neu_name;1;;
Cennik producenta;neu_producerpricelist;4.3.3;Typ;neu_typ;2;;
Cennik producenta;neu_producerpricelist;4.3.3;Data obowiązywania OD;neu_validitydatefrom;3;;
Cennik producenta;neu_producerpricelist;4.3.3;Data obowiązywania DO;neu_validitydateto;4;;
Cennik producenta;neu_producerpricelist;4.3.3;Numer oferty;neu_quotenumber;5;;
Cennik producenta;neu_producerpricelist;4.3.3;Producent;neu_producerid;6;;
Cennik producenta;neu_producerpricelist;4.3.3;Właściciel;ownerid;7;;
Cennik producenta;neu_producerpricelist;4.3.3;Pozycje cennika producenta;;8;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Kod EAN;neu_eancode;1;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Cena urzędowa;neu_priceassize;2;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Limit ceny z Programu Lekowego;neu_pricedrugprogramlimit;3;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Maksymalna cena hurtowa;neu_pricewholesalemaximum;4;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Data utworzenia;createdon;5;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Utworzony przez;createdby;6;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Data modyfikacji;modifiedon;7;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Zmodyfikowane przez;modifiedby;8;;
Ceny urzedowe MZ;neu_productpricemz;4.3.4;Właściciel;ownerid;9;;
Dokument;neu_document;4.3.5;Przyczyna stanu;statuscode;1;;
Dokument;neu_document;4.3.5;Nazwa;neu_name;2;;
Dokument;neu_document;4.3.5;Typ dokumentu;neu_type;3;;
Dokument;neu_document;4.3.5;Przetarg;neu_opportunityid;4;;
Dokument;neu_document;4.3.5;Notatki;;5;;
Dokument;neu_document;4.3.5;Data utworzenia;createdon;6;;
Dokument;neu_document;4.3.5;Utworzony przez;createdby;7;;
Dokument;neu_document;4.3.5;Data modyfikacji;modifiedon;8;;
Dokument;neu_document;4.3.5;Zmodyfikowane przez;modifiedby;9;;
Dokument;neu_document;4.3.5;Właściciel;ownerid;10;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Nazwa leku;neu_name;1;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Nazwa opakowania;neu_fullname;2;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Kod EAN;neu_ean;3;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Bloz7;neu_bloz7;4;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Typ;neu_typedrug;5;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Id opakowania;neu_id;6;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Numer rejestracji;neu_regnr;7;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Dawka;neu_dosage;8;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Postać;neu_form;9;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Postać znormalizowana;neu_formstandardized;10;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Opakowanie;neu_package;11;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Drogi podania;neu_routes;12;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Substancja czynna CSIOZ;neu_activesubstancecsioz;13;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Refundowany;neu_isreimbursed;14;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Psychotropowy;neu_isnarcpsych;15;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Substancje pomocnicze;neu_excipients;16;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Import docelowy;neu_importd;17;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Import równoległy;neu_import;18;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Drug Pharmindex;neu_drug;19;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Status;neu_status;20;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Data modyfikacji;neu_modified;21;;
DrugFormPharmindex;neu_drugformpharmindex;4.3.6;Właściciel;ownerid;22;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Nazwa;neu_name;1;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Nazwa firmy farmaceutycznej;neu_prodname;2;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Drug Id;neu_id;3;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Data modyfikcji;neu_modified;4;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Status;neu_status;5;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Skład;neu_composition;6;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Dopuuszczony-Pharmindex brak;neu_csioz;7;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Substancja czynna CSIOZ;neu_activesubstancecsioz;8;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Uwagi;neu_notes;9;;
DrugPharmindex;neu_drugpharmindex;4.3.7;IDProd;neu_idprod;10;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Producent;neu_producerid;11;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Właściciel;ownerid;12;;
DrugPharmindex;neu_drugpharmindex;4.3.7;DrugForms Pharmindex;;13;;
DrugPharmindex;neu_drugpharmindex;4.3.7;Substancje czynne;;14;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Nazwa;neu_name;1;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Kryterium;neu_criteriaid;2;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Wartość;neu_templatecriterion_value;3;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Typ;neu_type;4;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Nazwa systemowa;neu_systemname;5;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Właściciel;ownerid;6;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Data utworzenia;createdon;7;;
Kryteria Szablonu;neu_templatecriterion;4.3.8;Data modyfikacji;modifiedon;8;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Nazwa;neu_name;1;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać z;neu_formfrom;2;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać do;neu_formto;3;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać z (wartość);neu_formfromvalue;4;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Postać do (wartośc);neu_formtovalue;5;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Data utworzenia;createdon;6;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Utworzony przez;createdby;7;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Data modyfikacji;modifiedon;8;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Zmodyfikowane przez;modifiedby;9;;
Matryca Zmian Postaci;neu_conf_formchangematrix;4.3.9;Właściciel;ownerid;10;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Nazwa;neu_name;1;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Matryca zmian postaci;neu_formchancematrix;2;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Przetarg;neu_opportunityid;3;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Data utworzenia;createdon;4;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Utworzony przez;createdby;5;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Data modyfikacji;modifiedon;6;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Zmodyfikowane przez;modifiedby;7;;
Matryca Zmian Postaci Przetargu;neu_conf_tenderformchangematrix;4.3.10;Właściciel;ownerid;8;;
Oferta cenowa;neu_quote;4.3.11;Właściciel;ownerid;1;;
Oferta cenowa;neu_quote;4.3.11;Nazwa;neu_name;2;;
Oferta cenowa;neu_quote;4.3.11;Numer postępowania;neu_procedurenumer;3;;
Oferta cenowa;neu_quote;4.3.11;Numer umowy;neu_contractnumber;4;;
Oferta cenowa;neu_quote;4.3.11;Przetarg;neu_tenderid;5;;
Oferta cenowa;neu_quote;4.3.11;Struktura przetargu;neu_tenderstructureid;6;;
Oferta cenowa;neu_quote;4.3.11;Organizator Przetargu - Płatnik;neu_tenderpayerid;7;;
Oferta cenowa;neu_quote;4.3.11;Organizator Przetargu – Grupa zakupowa;neu_tenderpurchasegroupid;8;;
Oferta cenowa;neu_quote;4.3.11;Status;neu_statecodeforquote;9;;
Oferta cenowa;neu_quote;4.3.11;Status akceptacji oferty;neu_statesccept;10;;
Oferta cenowa;neu_quote;4.3.11;Ważne OD;neu_validfrom;11;;
Oferta cenowa;neu_quote;4.3.11;Ważne DO;neu_validto;12;;
Oferta cenowa;neu_quote;4.3.11;SAP Klienta;neu_clientsapcode;13;;
Oferta cenowa;neu_quote;4.3.11;SAP Grupy zakupowej;neu_purchasegroupsapcode;14;;
Oferta cenowa;neu_quote;4.3.11;Termin płatności;neu_paymentcondition;15;;
Oferta cenowa;neu_quote;4.3.11;PZP;neu_ispzpforquote;16;;
Oferta cenowa;neu_quote;4.3.11;Kontrola wartości;neu_valuecontrol;17;;
Oferta cenowa;neu_quote;4.3.11;Sposób zamawiania;neu_orderingmethod;18;;
Oferta cenowa;neu_quote;4.3.11;Czas realizacji zamówienia (dni);neu_deliveryhours;19;;
Oferta cenowa;neu_quote;4.3.11;Ratunek życia (h);neu_lifesaving;20;;
Oferta cenowa;neu_quote;4.3.11;Cito (h);neu_cito;21;;
Oferta cenowa;neu_quote;4.3.11;Kary umowne;neu_contractualpenalties;22;;
Oferta cenowa;neu_quote;4.3.11;Flaga do aktywacji oferty;neu_activatequoteflag;23;;
Oferta cenowa;neu_quote;4.3.11;Generacja adresacji do Excela;neu_isgenerateaddressingforxls;24;;
Oferta cenowa;neu_quote;4.3.11;Oferta zatwierdzona do złożenia;WebResource_quoteActivationButton;25;;
Oferta cenowa;neu_quote;4.3.11;Zaakceptuj ofertę/Odrzuć ofertę;WebResource_ConfirmRejectAcceptButton;26;;
Oferta cenowa;neu_quote;4.3.11;Prześlij do werfyfikacji;WebResource_SendToAcceptButton;27;;
Oferta cenowa;neu_quote;4.3.11;Narzut %;neu_overheadpercent;28;;
Oferta cenowa;neu_quote;4.3.11;Narzut;neu_overhead;29;;
Oferta cenowa;neu_quote;4.3.11;Marża brutto (%);neu_totalmarginbruttopercent;30;;
Oferta cenowa;neu_quote;4.3.11;Marża brutto;neu_totalmarginbrutto;31;;
Oferta cenowa;neu_quote;4.3.11;Wartość Przetargu netto;neu_totalamountnetto;32;;
Oferta cenowa;neu_quote;4.3.11;Wartość Przetargu brutto;neu_totalamountbrutto;33;;
Oferta cenowa;neu_quote;4.3.11;Narzut % SAP;neu_overheadpercentsap;34;;
Oferta cenowa;neu_quote;4.3.11;Narzut;neu_overheadsap;35;;
Oferta cenowa;neu_quote;4.3.11;Marża %;neu_totalmarginbruttopercentsap;36;;
Oferta cenowa;neu_quote;4.3.11;Marża brutto do SAP;neu_totalmarginbruttosap;37;;
Oferta cenowa;neu_quote;4.3.11;Sprzedaż budżetowa netto;neu_totalbudgetsalenettosap;38;;
Oferta cenowa;neu_quote;4.3.11;Sprzedaż budżetowa SAP;neu_totalbudgetsalesap;39;;
Oferta cenowa;neu_quote;4.3.11;Ilość sztuk do SAP;neu_totalquantitysap;40;;
Oferta cenowa;neu_quote;4.3.11;Wygeneruj ofertę do XLS;WebResource_neu_quoteGenerateXls;41;;
Oferta cenowa;neu_quote;4.3.11;Aktywuj ofertę w SAP;WebResource_neu_quoteGenerateCsv;42;;
Oferta cenowa;neu_quote;4.3.11;Błąd przy ostatnim eksporcie;neu_exporterrormessage;43;;
Oferta cenowa;neu_quote;4.3.11;Działania;;44;;
Oferta cenowa;neu_quote;4.3.11;Notatki;;45;;
Oferta cenowa;neu_quote;4.3.11;Pakiety Oferty cenowej;;46;;
Oferta cenowa;neu_quote;4.3.11;Produkty Oferty cenowej;;47;;
Oferta cenowa;neu_quote;4.3.11;Pracownik realizujący;neu_userexecutingid;48;;
Oferta cenowa;neu_quote;4.3.11;Pracownik wspomagający;neu_usersupportingid;49;;
Oferta cenowa;neu_quote;4.3.11;Pracownik akceptujący;neu_useracceptingid;50;;
Oferta cenowa;neu_quote;4.3.11;Data utworzenia;createdon;51;;
Oferta cenowa;neu_quote;4.3.11;Data modyfikacji;modifiedon;52;;
Oferta cenowa;neu_quote;4.3.11;Utworzony przez;createdby;53;;
Oferta cenowa;neu_quote;4.3.11;Zmodyfikowane przez;modifiedby;54;;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Nazwa;neu_name;1;;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Przyczyna przegrania;neu_failurecause;2;;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Opis przyczyny;neu_description;3;;
Opportunity Przyczyna przegrania;neu_opportunity_neu_failurecause;4.3.12;Właściciel;ownerid;4;;
Pakiet;neu_tenderbundle;4.3.13;Przyczyna stanu;statuscode;1;;
Pakiet;neu_tenderbundle;4.3.13;Marża brutto (%);neu_totalmarginbruttopercent;2;;
Pakiet;neu_tenderbundle;4.3.13;Nazwa;neu_name;3;;
Pakiet;neu_tenderbundle;4.3.13;Numer Pakietu;neu_number;4;;
Pakiet;neu_tenderbundle;4.3.13;Pakiet nadrzędny;neu_parentbundleid;5;;
Pakiet;neu_tenderbundle;4.3.13;Struktura Przetargu;neu_tenderstructureid;6;;
Pakiet;neu_tenderbundle;4.3.13;Przetarg;neu_tenderid;7;;
Pakiet;neu_tenderbundle;4.3.13;Rodzaj umowy;neu_contracttype;8;;
Pakiet;neu_tenderbundle;4.3.13;Dokument;neu_documentid;9;;
Pakiet;neu_tenderbundle;4.3.13;Flaga Przywróć Mapowanie;neu_isrestoremapper;10;;
Pakiet;neu_tenderbundle;4.3.13;Umowy w pakiecie;;11;;
Pakiet;neu_tenderbundle;4.3.13;Output sheet;neu_outputsheet;12;;
Pakiet;neu_tenderbundle;4.3.13;Numer Pakietu;neu_tenderbundlenumber;13;;
Pakiet;neu_tenderbundle;4.3.13;Status;neu_state;14;;
Pakiet;neu_tenderbundle;4.3.13;Powód odrzucenia;neu_rejectioncause;15;;
Pakiet;neu_tenderbundle;4.3.13;Opis powodu odrzucenia;neu_rejectioncausedescription;16;;
